,results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
4415,7/14/2012,7/29/2012,,,3.0,345520483,9.78035E+12,The story of the 1992 U.S. men’s Olympic basketball team.,DREAM TEAM,Jack McCallum
4439,7/14/2012,7/29/2012,,,7.0,1451629192,9.78145E+12,A woman describes being kidnapped at the age of 11 and held prisoner for 18 years by a convicted rapist and his wife.,A STOLEN LIFE,Jaycee Dugard
4493,7/14/2012,7/29/2012,,,15.0,1451661460,9.78145E+12,"Sex, drugs and rock ’n’ roll in the life of Michael Jagger.",MICK,Christopher Andersen
4499,7/14/2012,7/29/2012,,,16.0,1937856399,9.78194E+12,Casey Anthony’s defense attorney discusses her case.,PRESUMED GUILTY,Jose Baez and Peter Golenbock
4572,5/7/2016,5/22/2016,,,7.0,1250096944,9.78125E+12,The father of Scientology’s leader criticizes his management of the organization.,RUTHLESS,Ron Miscavige with Dan Koon
4598,5/7/2016,5/22/2016,,,11.0,544749006,9.78054E+12,An executive and philanthropist identifiess five domestic policy problems and proposes solutions.,FIVE EASY THESES,James Stone
4618,5/7/2016,5/22/2016,,,14.0,1101904003,9.7811E+12,"What scientific research reveals about the dangers of sleep deprivation, and tips for achieving better sleep habits. By the founder of The Huffington Post.",THE SLEEP REVOLUTION,Arianna Huffington
4630,5/7/2016,5/22/2016,,,16.0,62439650,9.78006E+12,"The 10 first ladies since 1960, based on interviews with White House staff, social secretaries and friends, by the author of ""The Residence.""",FIRST WOMEN,Kate Andersen Brower
4642,5/7/2016,5/22/2016,,,18.0,307266524,9.78031E+12,"A full history of the dynasty, from rise to apogee to fall.",THE ROMANOVS,Simon Sebag Montefiore
4648,5/7/2016,5/22/2016,,,19.0,316327964,9.78032E+12,"A life, by the author of ""Shout! The Beatles in Their Generation"" and ""John Lennon.""",PAUL MCCARTNEY,Philip Norman
4654,5/7/2016,5/22/2016,,,20.0,1627795642,9.78163E+12,Two statistics-minded baseball analysts are offered a chance to manage a California minor-league team according to their principles.,THE ONLY RULE IS IT HAS TO WORK,Ben Lindbergh and Sam Miller
4689,8/5/2017,8/20/2017,,,5.0,399592911,9.7804E+12,"The Arizona senator defends traditional conservative values, says the movement has lost its way and calls for a return to principle.",CONSCIENCE OF A CONSERVATIVE,Jeff Flake
4695,8/5/2017,8/20/2017,,,6.0,None,9.78145E+12,"The story of the heroic evacuation of British troops in 1940, retold in a current movie. Originally published in 1982.",THE MIRACLE OF DUNKIRK,Walter Lord
4701,8/5/2017,8/20/2017,,,7.0,None,9.78162E+12,The conservative commentator argues that the American left is a fascist threat.,THE BIG LIE,Dinesh D'Souza
4707,8/5/2017,8/20/2017,,,8.0,735225028,9.78074E+12,"A deeply reported account of the relationship between Donald Trump and his chief strategist, Steve Bannon.",DEVIL'S BARGAIN,Joshua Green
4736,8/5/2017,8/20/2017,,,12.0,006274030X,9.78006E+12,The history behind the current movie.,DUNKIRK,Joshua Levine
4748,8/5/2017,8/20/2017,,,14.0,1476773084,9.78148E+12,The radio host argues that the founding fathers would be shocked by the expansion of modern government.,REDISCOVERING AMERICANISM,Mark R Levin
4754,8/5/2017,8/20/2017,,,15.0,316356549,9.78032E+12,"The story behind the suicide of Madison Holleran, a student athlete at the University of Pennsylvania.",WHAT MADE MADDY RUN,Kate Fagan
4784,3/16/2019,3/31/2019,,,5.0,393635066,9.78039E+12,The death of a chimpanzee matriarch frames a broader look into the world of animal and human emotions.,MAMA'S LAST HUG,Frans de Waal
4790,3/16/2019,3/31/2019,,,6.0,525576703,9.78053E+12,"How climate-related crises may cause food shortages, refugee emergencies and other catastrophes.",THE UNINHABITABLE EARTH,David Wallace-Wells
4813,3/16/2019,3/31/2019,,,9.0,1250207576,9.78125E+12,The former deputy director of the F.B.I. describes major events of his career and the ways the agency works to protect Americans.,THE THREAT,Andrew G McCabe
4819,3/16/2019,3/31/2019,,,10.0,1541673549,9.78154E+12,A defense stating that the current president adopted several traditional conservative positions.,THE CASE FOR TRUMP,Victor Davis Hanson
4831,3/16/2019,3/31/2019,,,12.0,804176728,9.7808E+12,"An American tank gunner faces enemies in Cologne, Germany, during World War II.",SPEARHEAD,Adam Makos
4837,3/16/2019,3/31/2019,,,13.0,62877577,9.78006E+12,"The ""Fox & Friends"" meteorologist describes overcoming sexist bosses and health issues.",MOSTLY SUNNY,Janice Dean
4843,3/16/2019,3/31/2019,,,14.0,812994760,9.78081E+12,A 31-year-old French mother led an intelligence organization that worked against Hitler and the Gestapo.,MADAME FOURCADE'S SECRET WAR,Lynne Olson
4849,3/16/2019,3/31/2019,,,15.0,1982122242,9.78198E+12,"The Grammy Award-winner discusses her success in music and movies, and how she contended with recurrent breast cancer.",DON'T STOP BELIEVIN',Olivia Newton-John
4855,8/3/2013,8/18/2013,Combined Print & E-Book Nonfiction,15.0,1.0,140006922X,9.7814E+12, A biography of Jesus of Nazareth presents him in the context of his times as the leader of a revolutionary movement.,ZEALOT,Reza Aslan
4861,8/3/2013,8/18/2013,,,2.0,399161309,9.7804E+12, An examination of Washington’s “media-industrial complex” by the chief national correspondent for The New York Times Magazine.,THIS TOWN,Mark Leibovich
4909,8/3/2013,8/18/2013,,,9.0,1476725950,9.78148E+12,"A memoir by the Oscar-winning actress and singer (“Carousel,” “Elmer Gantry,” “The Partridge Family”).",SHIRLEY JONES,Shirley Jones with Wendy Leigh
4935,8/3/2013,8/18/2013,,,13.0,None,A00B00A7KRWUY,The story of a teacher convicted of child rape after having an affair with one of her sixth-grade students.,IF LOVING YOU IS WRONG,Gregg Olsen
4941,8/3/2013,8/18/2013,,,14.0,1565126564,9.78157E+12,A chronicle of life in small-town Alaska.,"IF YOU LIVED HERE, I'D KNOW YOUR NAME",Heather Lende
4953,8/3/2013,8/18/2013,,,16.0,,9.78148E+12,"The story of Eugene Allen, a butler who served eight presidents from Harry Truman to Ronald Reagan during 34 years of service. Haygood’s Washington Post article about Allen inspired the movie “Lee Daniels’ The Butler.""",BUTLER,Wil Haygood
4972,8/3/2013,8/18/2013,,,19.0,805096671,9.78081E+12,The host of “The O’Reilly Factor” recounts the events surrounding the assassination of John F. Kennedy.,KILLING KENNEDY,Bill O'Reilly and Martin Dugard
4978,8/3/2013,8/18/2013,,,20.0,141656974X,9.78142E+12,"Martin, now a writer and actor, recalls his years as a stand-up comedian, from the early 1960s to 1981. Originally published in 2008.",BORN STANDING UP,Steve Martin
4996,2/29/2020,3/15/2020,,,3.0,62853856,9.78006E+12,The Fox News anchor weaves stories of combat veterans who fought during World War II.,UNKNOWN VALOR,Martha MacCallum
5002,2/29/2020,3/15/2020,,,4.0,593236661,9.78059E+12,The Pulitzer Prize-winning biographer delves into the seven last sayings of Jesus as recorded in the Gospels.,THE HOPE OF GLORY,Jon Meacham
5020,2/29/2020,3/15/2020,,,7.0,1984877496,9.78198E+12,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.,A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig
5052,2/29/2020,3/15/2020,,,12.0,1524731676,9.78152E+12,"A physicist gives an overview of how we got here, where we are and directions we might go.",UNTIL THE END OF TIME,Brian Greene
5064,2/29/2020,3/15/2020,,,14.0,006289790X,9.78006E+12,The author of “Clinton Cash” gives his evaluations of members of the Democratic Party.,PROFILES IN CORRUPTION,Peter Schweizer
5099,9/23/2017,10/8/2017,,,4.0,1501165321,9.7815E+12,"A memoir by the East Atlanta hip-hop artist, who made a comeback after setbacks that included doing time in a maximum-security federal prison.",THE AUTOBIOGRAPHY OF GUCCI MANE,Gucci Mane with Neil Martinez-Belkin
5111,9/23/2017,10/8/2017,,,6.0,1629994766,9.78163E+12,Ancient figures from the Middle East are used to explain the rise and fall of contemporary leaders and events.,THE PARADIGM,Jonathan Cahn
5146,9/23/2017,10/8/2017,,,11.0,525428305,9.78053E+12,A narrative history of a religious order formed after the First Crusade.,THE TEMPLARS,Dan Jones
5152,9/23/2017,10/8/2017,,,12.0,307700259,9.78031E+12,A companion to the PBS series by Ken Burns and Lynn Novick that looks at the events and the legacy of the war.,THE VIETNAM WAR,Geoffrey C Ward
5209,2/26/2011,3/13/2011,,,5.0,62015540,9.78006E+12,The senator from Massachusetts describes his life of hardship and second chances.,AGAINST ALL ODDS,Scott Brown
5283,2/26/2011,3/13/2011,,,17.0,1596916710,9.7816E+12,A memoir of one-night stands.,MY HORIZONTAL LIFE,Chelsea Handler
5289,2/26/2011,3/13/2011,,,18.0,140278676X,9.7814E+12,A therapist helps the man who became King George VI lose his stammer.,THE KING’S SPEECH,Mark Logue and Peter Conradi
5377,7/28/2012,8/12/2012,,,11.0,1451684940,9.78145E+12,The former official in charge of oversight of the bailout fund argues that the Treasury Department worked with Wall Street firms to increase their profits at the public's expense.,BAILOUT,Neil Barofsky
5391,7/28/2012,8/12/2012,,,13.0,62124250,9.78006E+12,"An approach to feminism that's part memoir, part polemic.",HOW TO BE A WOMAN,Caitlin Moran
5430,7/28/2012,8/12/2012,,,19.0,1400076315,9.7814E+12,A story of how an architect and a serial killer were linked by the Chicago World's Fair of 1893. Originally published in 2003.,THE DEVIL IN THE WHITE CITY,Erik Larson
5436,7/28/2012,8/12/2012,,,20.0,1451677871,9.78145E+12,The president of Judicial Watch makes the case that the federal government is out of control and that the Obama administration is corrupt and duplicitous.,THE CORRUPTION CHRONICLES,Tom Fitton
5442,9/17/2011,10/2/2011,Combined Print & E-Book Nonfiction,15.0,1.0,1401324258,9.7814E+12,Recordings and transcripts of a seven-part interview with Arthur M. Schlesinger Jr. in 1964.,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy,
5454,9/17/2011,10/2/2011,,,3.0,None,9.7814E+12,A blind man and his guide dog show the power of trust and courage on Sept. 11.,THUNDER DOG,Michael Hingson with Susy Flory
5472,9/17/2011,10/2/2011,,,5.0,374288909,9.78037E+12,"How America fell behind in the world it invented, and how it can come back.",THAT USED TO BE US,Thomas L Friedman and Michael Mandelbaum
5484,9/17/2011,10/2/2011,,,7.0,1439176191,9.78144E+12,The former vice president opens up about his life and nearly four decades at the core of American politics.,IN MY TIME,Dick Cheney
5503,9/17/2011,10/2/2011,,,10.0,393079422,9.78039E+12,"Rivalry and dysfunction among counterintelligence agencies made it impossible to stop the 9/11 plot, according to this former F.B.I. agent.",THE BLACK BANNERS,Ali H Soufan with Daniel Freedman
5521,9/17/2011,10/2/2011,,,13.0,044653224X,9.78045E+12,Stories from the life of the provocative filmmaker.,HERE COMES TROUBLE,Michael Moore
5536,9/17/2011,10/2/2011,,,15.0,393338398,9.78039E+12,"How Billy Beane, the general manager of the Oakland Athletics, has produced successful teams despite having one of the smallest payrolls in baseball.",MONEYBALL,Michael Lewis
5542,9/17/2011,10/2/2011,,,16.0,1439169217,9.78144E+12,"Two decades of reminiscences, set lists and photographs from the Seattle band and their friends.",PEARL JAM TWENTY,Pearl Jam
5556,9/17/2011,10/2/2011,,,18.0,684872986,9.78068E+12,"The making of modern economics, told through the lives of economists, by the author of “A Beautiful Mind.”",GRAND PURSUIT,Sylvia Nasar
5562,9/17/2011,10/2/2011,,,19.0,1455502774,9.78146E+12,"From Hitchens, who died last year, a collection of essays bearing “the full consciousness that they might be my very last.”",ARGUABLY,Christopher Hitchens
5580,9/18/2021,10/3/2021,,,2.0,1982176520,9.78198E+12,"The intelligence gathering, security strategizing and military planning during the final eight months of the pursuit of Osama bin Laden.",COUNTDOWN BIN LADEN,Chris Wallace with Mitch Weiss
5586,9/18/2021,10/3/2021,,,3.0,593086880,9.78059E+12,The evolutionary biologists posit that the modern world is out of sync with our ancient brains and bodies.,A HUNTER-GATHERER'S GUIDE TO THE 21ST CENTURY,Heather Heying and Bret Weinstein
5592,9/18/2021,10/3/2021,,,4.0,1324001933,9.78132E+12,An exploration of disciplinary actions and preventative measures occuring at the intersection of human behavior and wildlife biology.,FUZZ,Mary Roach
5604,9/18/2021,10/3/2021,,,6.0,1250621739,9.78125E+12,"A memoir by the founder of the Me Too movement, which details her work supporting and empowering Black and brown girls.",UNBOUND,Tarana Burke
5610,9/18/2021,10/3/2021,,,7.0,62979930,9.78006E+12,The actress shares some of the challenges and changes she has faced in recent years.,YOU GOT ANYTHING STRONGER?,Gabrielle Union with Kevin Carr O’Leary
5616,9/18/2021,10/3/2021,,,8.0,374286671,9.78037E+12,The National Book Award and Pulitzer Prize winner examines the shifts in American culture and politics by visiting three cities in which he has lived.,WILDLAND,Evan Osnos
5622,9/18/2021,10/3/2021,,,9.0,1982160594,9.78198E+12,"The 10-time N.B.A. All-Star’s life story from the housing projects of Red Hook, Brooklyn and Baltimore to his achievements on the basketball court.",WHERE TOMORROWS AREN'T PROMISED,Carmelo Anthony with D. Watkins
5640,9/18/2021,10/3/2021,,,12.0,525562176,9.78053E+12,"In 2018, the author retraced the journey George Washington took through all 13 former colonies in 1789.",TRAVELS WITH GEORGE,Nathaniel Philbrick
5652,9/18/2021,10/3/2021,,,14.0,385547218,9.78039E+12,A 7-year-old girl and her parents encounter difficulties in New York City when they leave China in the 1990s.,BEAUTIFUL COUNTRY,Qian Julie Wang
5658,9/18/2021,10/3/2021,,,15.0,63030934,9.78006E+12,Twenty-five young inmates of the Auschwitz-Birkenau concentration camp made garments for elite Nazi women.,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington
5664,3/29/2014,4/13/2014,Combined Print & E-Book Nonfiction,15.0,1.0,804140847,9.7808E+12,Personal well-being as the indispensable third measure — after money and power — of success.,THRIVE,Arianna Huffington
5676,3/29/2014,4/13/2014,,,3.0,None,9.78144E+12,"The narrative, first published in 1853, of a freeman who was kidnapped and sold into slavery, and spent 12 years in bondage before escaping; the basis of the movie.",TWELVE YEARS A SLAVE,Solomon Northup
5691,3/29/2014,4/13/2014,,,4.0,1476773955,9.78148E+12,The former president denounces discrimination and violence against women. ,CALL TO ACTION,Jimmy Carter
5697,3/29/2014,4/13/2014,,,5.0,62190040,9.78006E+12,"The story of a Jewish woman who hid her identity and married a Nazi Party member, thus saving her life.",THE NAZI OFFICER'S WIFE,Edith H Beer with Susan Dworkin
5703,3/29/2014,4/13/2014,,,6.0,1455599735,9.78146E+12,Humorous travel stories.,UGANDA BE KIDDING ME,Chelsea Handler
5709,3/29/2014,4/13/2014,,,7.0,,9.78081E+12,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus' execution.",KILLING JESUS,Bill O'Reilly and Martin Dugard
5715,3/29/2014,4/13/2014,,,8.0,62265423,9.78006E+12,"A co-anchor of ""Nightline"" reports on the science and spiritual dimensions of meditation and  how it has improved his life.",10% HAPPIER,Dan Harris
5742,3/29/2014,4/13/2014,,,11.0,804138532,9.7808E+12,"The Fox News Channel host, author of “The Joy of Hate,” denounces the hipster elite and their pop cultural dominance.",NOT COOL,Greg Gutfeld
5748,3/29/2014,4/13/2014,,,12.0,1599951509,9.7816E+12,The fight to preserve art works stolen by the Nazis during World War II. The basis for the movie.,THE MONUMENTS MEN,Robert M Edsel with Bret Witter
5772,3/29/2014,4/13/2014,,,16.0,62270052,9.78006E+12,"The sequel to ""Call the Midwife,"" the memoir of a midwife who worked alongside nuns, delivering babies in 1950s London. The basis of the British series aired on PBS.",SHADOWS OF THE WORKHOUSE,Jennifer Worth
5784,3/29/2014,4/13/2014,,,18.0,393240452,9.78039E+12,An account of the Allies’ race to rescue Italy’s art treasures from the Nazis in World War II.,SAVING ITALY,Robert M Edsel
